Netcom,NetCom,Organization,NetCom is a technology-based company that develops web-based systems focused on the healthcare industry.,,,,,0,0,
Netguru,netguru,Organization,netguru is a consulting agency that loves to develop web & mobile apps based on Ruby on Rails and iOS.,2008-01-01,4,250,101,0,0,50
Netlinkblue,netlinkblue,Organization,,,,,,0,0,
NETS,Nets,Organization,We are a Nordic provider of payments, card and information services with a European ambition.,2003-01-01,4,,,0,0,
Netscape,Netscape,Organization,Netscape Communications Corporation offers development, marketing, sale, and support of enterprise software solutions.,1994-04-04,7,None,None,0,1,
Netsoft,NetSoft,Organization,NetSoft is a network or system design and software development company. Along with designing network design they also offer services in,,,,,0,0,
Netstar,Netstar,Organization,IT Support in London,2002-01-01,4,50,11,0,0,25
NETSTAR,Netstar,Organization,IT Support in London,2002-01-01,4,50,11,0,0,25
NetSuite,NetSuite,Organization,NetSuite provides cloud computing business management software enabling companies to manage business operations in one integrated system.,1998-01-01,4,,,0,0,1600
Netvision,NetVision,Organization,NetVision provides IT management and compliance platform for the monitoring of Microsoft-based server systems.,1995-01-01,4,,,6316226,0,
Network,Network-1,Organization,The Company develops, markets, licenses and supports a family of network security software products.,,,,,0,1,
Neustar,Neustar,Organization,Neustar provides real-time information and analysis services for the internet, telecommunications, entertainment and marketing industries.,1996-01-01,4,5000,1001,0,0,1500
NeuStar,Neustar,Organization,Neustar provides real-time information and analysis services for the internet, telecommunications, entertainment and marketing industries.,1996-01-01,4,5000,1001,0,0,1500
NewMedia,Newmedia,Organization,,,,,,0,0,
NewsPage,NewsPage,Organization,NewsPage, the market leader in mobility has been in the business of developing and deploying industry ready mobile applications since 1993.,,,,,0,0,
NewsTakes,Newstakes,Organization,,,,,,0,0,
Newton,Newton Software,Organization,Newton is applicant tracking software for organizing and improving internal recruitment programs of small and medium-sized businesses.,2009-01-05,7,50,11,0,0,15
Newzstand,Newzstand,Organization,Newzstand delivers a platform and application for social news curation and information distribution.,2010-01-01,7,,,29079,0,
NEX,Nex,Organization,Web Apps LAMP,2010-05-21,7,10,1,0,0,4
Nex,Nex,Organization,Web Apps LAMP,2010-05-21,7,10,1,0,0,4
Next,NeXT,Organization,NeXT is a computer company offering a series of computer workstations intended for the higher education and business markets.,1985-01-01,4,,,0,0,
Nexus,Nexus,Organization,,,,,,0,0,
Nexvisionix,Nexvisionix,Organization,,,,,,0,0,
NICE,nice,Organization,Nice brings photo content visualization to your mobile device. Its your lifestyle- visualized,2013-10-01,6,None,None,64000000,0,
Nielsen,Nielsen,Organization,Nielsen Holdings is a global information and measurement company that helps businesses better understand their markets.,1923-08-10,7,1000000,10001,0,1,
NIIT,NIIT,Organization,IT learning solutions,1981-01-01,4,,,0,0,3485
Nike,Nike,Organization,Nike is an American company that designs, develops, and markets footwear, apparel, equipment, and accessory products.,1964-01-01,4,None,None,0,3,34300
Nikon,Nikon,Organization,Nikon Corporation is engaged in the manufacture and sale of optics and imaging instruments.,1917-07-25,7,None,None,0,1,24409
Nil,NIL,Organization,NILs expertise is in advanced and emerging technologies.,1989-01-01,4,None,None,0,0,
Nilfisk-Advance,Nilfisk Advance,Organization,,,,,,0,0,
Nippon,Nippon,Organization,The Nippon Communications Foundation promotes understanding of Japan through web-based publishing and other activities,,,None,None,0,0,
NIWA,Niwa,Organization,Smartphone controlled growing system that enables everybody to grow their own food and plants indoor at ease,2012-12-01,7,,,200000,0,
NO,no,Organization,no was added to CrunchBase in 2012,,,,,0,0,
Noah,Noah,Organization,Noah is a provider of education services in China, focusing on English language training and high-end education programs.,2004-01-01,4,,,0,0,
Noble,Noble,Organization,Noble craft some of the finest universal and custom in-ear monitors available today.,2013-10-01,6,None,None,0,0,
Nokia,Nokia,Organization,NOKIA is a Finnish multinational communications corporation acquired by Microsoft in 2013.,1865-01-01,4,1000000,10001,0,10,125000
nokia,Nokia,Organization,NOKIA is a Finnish multinational communications corporation acquired by Microsoft in 2013.,1865-01-01,4,1000000,10001,0,10,125000
NOKIA,Nokia,Organization,NOKIA is a Finnish multinational communications corporation acquired by Microsoft in 2013.,1865-01-01,4,1000000,10001,0,10,125000
Nomura,Nomura,Organization,Nomura is one of the largest global investment banking and securities firms.,,,,,0,0,
None,NONE 3,Organization,NONE 3 was added to CrunchBase in 2013,,,,,0,0,
none,NONE 3,Organization,NONE 3 was added to CrunchBase in 2013,,,,,0,0,
Nordic,Nordic,Organization,,,,,,0,0,
Nortel,Nortel,Organization,,,,,,0,0,
Northcap,Northcap,Organization,Northcap provides seed, early and growth-stage companies with funds and support in building successful technology businesses.,2007-01-01,6,,,0,17,
NorthgateArinso,NorthgateArinso,Organization,,,,,,0,0,
Nous,Nous Global Markets,Organization,Spark Profit: Virtual trading, real cash. 80,000 people help you understand and even predict financial markets.,2012-09-08,7,,,605000,0,5
Novare,Novare,Organization,Innovation Network,2008-01-10,7,,,0,0,4
Novartis,Novartis,Organization,Novartis provides healthcare solutions that address the evolving needs of patients and societies.,,,,,0,6,
Novus,Novus,Organization,Novus offers a portfolio analytics platform that helps institutional investors manage and analyze their risk, performance and exposures.,2007-01-01,4,,,0,0,
NowDocs,NowDocs,Organization,,,,,,0,0,
NUBEE,Nubee,Organization,Nubee is a Singapore-based game development studio focused on developing next-generation social games.,2010-11-24,7,,,13000000,0,
Nucleus,Nucleus,Organization,Nucleus is a wireless home intercom system that can be activated with voice.,2014-01-01,7,None,None,0,0,
NUCLEUS,Nucleus,Organization,Nucleus is a wireless home intercom system that can be activated with voice.,2014-01-01,7,None,None,0,0,
Numara,Numara Software France,Organization,Numara Software France offers information technology and security management solutions.,1997-01-01,4,,,5650000,0,
Numonyx,Numonyx,Organization,Numonyx is a semiconductor company creating a non-volatile memory design for consumer and industrial devices.,2008-03-01,7,,,150000000,0,7000
Nuon,Nuon,Organization,,,,,,0,0,
Nvidia,Nvidia,Organization,Nvidia manufactures integrated circuits for use in motherboard chip-sets, graphic processing units and game consoles.,1993-01-01,4,10000,5001,25000000,6,
NVIDIA,Nvidia,Organization,Nvidia manufactures integrated circuits for use in motherboard chip-sets, graphic processing units and game consoles.,1993-01-01,4,10000,5001,25000000,6,
O,O.info,Organization,O.info, the place to find and share helpful information.,,,None,None,0,0,
O-RID,O-RID,Organization,Data entry services,2001-01-01,4,,,0,0,
O2,O2,Organization,O2 provides mobile and broadband services for individuals and businesses in the UK.,,,,,0,0,
Oasis,Oasis,Organization,Fashion Retailer,,,,,0,0,
OBS,OBS,Organization,OBS is a leading Australian IT Services Company focused on helping organisations transform their business with Microsoft technologies.,,,,,0,0,
ObTech,ObTech,Organization,,,,,,0,0,
Obtech,ObTech,Organization,,,,,,0,0,
Oce,Oce,Organization,,,,,,0,0,
OCS,OCS,Organization,OCS, bouquet 100% film and series available on Orange TV.,,,,,0,0,
Ocwen,Ocwen,Organization,,,,,,0,0,
Odesk,oDesk,Organization,oDesk is an online workplace that enables businesses to find, hire, manage and pay professionals via the internet.,2005-01-01,4,50,11,44000000,0,240
oDesk,oDesk,Organization,oDesk is an online workplace that enables businesses to find, hire, manage and pay professionals via the internet.,2005-01-01,4,50,11,44000000,0,240
Office,Office,Organization,Creative Studio,,,,,0,0,
Offshore,Offshore,Organization,Offshore develops mobile applications that are compatible with iPads and iPhones. The Body Language is one of the education based,,,,,0,0,
OFFSHORE,Offshore,Organization,Offshore develops mobile applications that are compatible with iPads and iPhones. The Body Language is one of the education based,,,,,0,0,
Ogilvy,Ogilvy,Organization,Ogilvy & Mather is an international advertising, marketing, and public relations agency based in Manhattan.,,,,,0,0,
OgilvyOne,OgilvyOne,Organization,OgilvyOne Worldwide is a one-to-one marketing network. Employing the Customer Ownership model, OgilvyOne builds long-lasting, profitable,,,,,0,0,
Olicom,Olicom,Organization,,,,,,0,0,
Olive,Olive Media,Organization,,,,,,0,0,
Oliver,Oliver,Organization,Stealth Mode,2015-01-03,7,None,None,1030000,0,
Olivetti,Olivetti,Organization,Olivetti provides information technology products and services.,,,,,0,0,
OMG,OMG,Organization,Online network connecting the right customers to the right businesses,2008-10-01,6,,,0,0,40
One,One,Organization,Facebook, Twitter and Instagram in one timeline, inbox and notification panel.,2014-04-01,7,,,0,0,
one,One,Organization,Facebook, Twitter and Instagram in one timeline, inbox and notification panel.,2014-04-01,7,,,0,0,
ONERA,ONERA,Organization,ONERA is the leading French technology research in aeronautics, space and defense.,1946-01-01,4,5000,1001,0,0,
OnMobile,OnMobile,Organization,Largest Mobile VAS in APAC,2000-02-01,7,5000,1001,0,0,1600
Open,Tablo,Organization,Tablo offers OPEN, a software platform that allows teachers to create and share interactive lessons with their students.,2010-12-01,6,,,200000,0,3
OpenMarket,OpenMarket,Organization,OpenMarket provides mobile payments, messaging and emerging services to enterprises, merchants and developers.,2006-06-26,7,,,0,0,250
OpenRice,OpenRice,Organization,Established since 1999, OpenRice has strived to become the citys most comprehensive platform for dining experience sharing.,,,,,0,0,
Openwave,Openwave,Organization,Openwave is a U.S.-based mobile data software and services company.,,,,,0,0,
Optimal,Optimal, Inc.,Organization,Optimal is a social media advertising and analytics platform. Acquired by Brand Networks in Oct 2013.,2008-01-01,7,,,7600000,0,150
Optimatic/,Optimatic,Organization,Optimatic is the leading provider of fully managed video advertising solution for publishers.,,,,,0,0,
Optimum,Optimum,Organization,Optimum provides Cable TV, High Speed Internet & Home Phone Services in New York.,,,,,0,0,
Optus,Optus,Organization,,,,,,0,0,
Oracle,Oracle Corporation,Organization,Oracle is an American corporation that develops and markets computer hardware systems and enterprise software products.,1977-06-16,7,1000000,10001,0,3,85000
ORACLE,Oracle Corporation,Organization,Oracle is an American corporation that develops and markets computer hardware systems and enterprise software products.,1977-06-16,7,1000000,10001,0,3,85000
oracle,Oracle Corporation,Organization,Oracle is an American corporation that develops and markets computer hardware systems and enterprise software products.,1977-06-16,7,1000000,10001,0,3,85000
Orange,Orange,Organization,Orange provides a range of fixed telephony and mobile telecommunication services.,1994-01-01,4,1000000,10001,0,1,
ORANGE,Orange,Organization,Orange provides a range of fixed telephony and mobile telecommunication services.,1994-01-01,4,1000000,10001,0,1,
Orchard,Orchard Platform,Organization,Orchard is an investment and analytics platform that supports marketplace lending to help institutional investors and originators transact.,2013-11-23,7,50,11,17400000,0,15
Orient,Orient,Organization,Web development & Online services,2009-11-01,7,10,1,0,0,1
Origin,Origin,Organization,make gaming better,,,,,0,0,
